datetime,v1,v2,v1_roll,v2_roll,roll_corr
2025-08-01 07:48:30,4623266851.231,10919.0,4623151523.759478,10876.155555555555,-0.2857644809955313
2025-08-01 07:49:00,4623277680.9696665,10924.0,4623160181.9229555,10877.111111111111,-0.07058408038299198
2025-08-01 07:49:30,4623287264.734666,10896.333333333334,4623168750.6896,10876.97777777778,0.05834521577808785
2025-08-01 07:50:00,4623297545.576,10903.666666666666,4623177332.727311,10877.255555555554,0.19224747596549807
2025-08-01 07:50:30,4623308998.062333,10938.333333333334,4623185966.055744,10878.655555555557,0.38122844614505896
2025-08-01 07:51:00,4623320194.679667,10940.0,4623194633.828,10880.422222222223,0.5081502365871335
2025-08-01 07:51:30,4623331856.185667,10945.666666666666,4623203398.724634,10882.822222222221,0.5866242419522844
2025-08-01 07:52:00,4623341289.716,10933.333333333334,4623212213.152323,10884.78888888889,0.6437001009874892
2025-08-01 07:52:30,4623350735.886666,10917.666666666666,4623221031.707067,10885.9,0.6948932439781963
2025-08-01 07:53:00,4623359906.309,10922.333333333334,4623229808.917479,10887.266666666666,0.7388368438662853
2025-08-01 07:53:30,4623367930.089667,10917.0,4623238492.911322,10889.122222222222,0.7398944230144499
2025-08-01 07:54:00,4623377151.049666,10919.666666666666,4623247176.605566,10891.533333333333,0.725691313112953
2025-08-01 07:54:30,4623387970.88,10924.666666666666,4623255910.2352,10893.922222222223,0.7172621177821698
2025-08-01 07:55:00,4623397164.703,10918.0,4623264646.198833,10895.744444444445,0.7050095929935755
2025-08-01 07:55:30,4623404980.334333,10907.333333333334,4623273325.672778,10896.933333333332,0.6812061620669537
2025-08-01 07:56:00,4623413414.266667,10899.333333333334,4623282012.024245,10897.58888888889,0.6502855636906518
2025-08-01 07:56:30,4623420266.661,10887.0,4623290604.582633,10897.6,0.6032423918853662
2025-08-01 07:57:00,4623426513.133,10884.0,4623299064.419955,10897.366666666667,0.5586673826178453
2025-08-01 07:57:30,4623433548.03,10902.333333333334,4623307404.1079445,10897.822222222223,0.5484263157920561
2025-08-01 07:58:00,4623439249.354667,10911.0,4623315643.93069,10898.466666666667,0.556886469004099
2025-08-01 07:58:30,4623444701.572,10889.333333333334,4623323841.561078,10898.322222222221,0.5294771460623147
2025-08-01 07:59:00,4623449689.801333,10884.666666666666,4623331976.371456,10898.7,0.4631607089403054
2025-08-01 07:59:30,4623455419.505,10881.333333333334,4623340084.220834,10899.422222222222,0.36905455937108117
2025-08-01 08:00:00,4623460972.773666,10872.0,4623348193.404455,10900.066666666668,0.2365122602048377
2025-08-01 08:00:30,4623465439.907666,10870.666666666666,4623356282.557122,10900.777777777777,0.08100456433444135
2025-08-01 08:01:00,4623469998.681667,10863.0,4623364346.516222,10901.322222222223,-0.11665509294419911
2025-08-01 08:01:30,4623476088.719001,10873.666666666666,4623372423.827,10902.077777777778,-0.31292789993418746
2025-08-01 08:02:00,4623482339.304334,10886.666666666666,4623380513.608778,10902.644444444444,-0.4514022786589114
2025-08-01 08:02:30,4623486899.716334,10871.0,4623388550.884299,10902.755555555554,-0.6363363420199096
2025-08-01 08:03:00,4623491842.361333,10872.666666666666,4623396463.473166,10902.522222222224,-0.7801701247068159
2025-08-01 08:03:30,4623497087.398,10884.666666666666,4623404138.012067,10901.37777777778,-0.7919945220380007
2025-08-01 08:04:00,4623501153.292333,10874.333333333334,4623411587.089489,10899.722222222223,-0.8015679841884746
2025-08-01 08:04:30,4623505458.282333,10865.0,4623418860.207745,10898.677777777777,-0.880398942284351
2025-08-01 08:05:00,4623510039.278334,10884.333333333334,4623425943.331156,10898.033333333333,-0.9220335949232967
2025-08-01 08:05:30,4623514833.265667,10903.666666666666,4623432804.5046,10896.877777777778,-0.8648631303542075
2025-08-01 08:06:00,4623520568.917,10903.666666666666,4623439483.645844,10895.666666666666,-0.7925083189221519
2025-08-01 08:06:30,4623525755.82,10900.333333333334,4623445946.9669895,10894.155555555557,-0.7093089914903692
2025-08-01 08:07:00,4623530476.450667,10890.0,4623452253.191478,10892.71111111111,-0.6448982139634504
2025-08-01 08:07:30,4623535342.573667,10879.666666666666,4623458406.747711,10891.444444444445,-0.6185869501216482
2025-08-01 08:08:00,4623540522.266,10883.0,4623464427.279612,10890.133333333333,-0.5654284469575465
2025-08-01 08:08:30,4623544928.444333,10880.333333333334,4623470327.224767,10888.91111111111,-0.5184711781234328
2025-08-01 08:09:00,4623549498.112334,10881.333333333334,4623476072.126856,10887.633333333333,-0.44958497786281443
2025-08-01 08:09:30,4623554264.711667,10903.333333333334,4623481615.254578,10886.922222222223,-0.2600251284946339
2025-08-01 08:10:00,4623558423.700334,10912.0,4623486990.554489,10886.722222222223,-0.021209603486534775
2025-08-01 08:10:30,4623562513.12,10899.333333333334,4623492241.647345,10886.455555555556,0.13116885466169448
2025-08-01 08:11:00,4623567216.646333,10905.0,4623497368.393334,10886.644444444444,0.26566647990558984
2025-08-01 08:11:30,4623572181.728333,10905.0,4623502432.228911,10887.244444444445,0.33372222294300624
2025-08-01 08:12:00,4623577966.018001,10903.333333333334,4623507480.658411,10887.888888888887,0.3775966789313287
2025-08-01 08:12:30,4623583723.498,10893.666666666666,4623512486.507344,10887.6,0.47179394626117716
2025-08-01 08:13:00,4623588904.768001,10896.0,4623517475.021122,10887.1,0.636580678007458
2025-08-01 08:13:30,4623593676.6536665,10919.0,4623522440.857178,10888.08888888889,0.7189711746378386
2025-08-01 08:14:00,4623598912.575334,10922.666666666666,4623527414.949645,10889.355555555556,0.7736355135571016
2025-08-01 08:14:30,4623604085.572667,10913.666666666666,4623532370.485233,10890.433333333332,0.8042491161600042
2025-08-01 08:15:00,4623609233.278333,10918.0,4623537312.502056,10891.966666666667,0.8138835420163582
2025-08-01 08:15:30,4623615129.724999,10918.333333333334,4623542302.162633,10893.555555555557,0.818090482239453
2025-08-01 08:16:00,4623619888.361667,10908.0,4623547298.485301,10895.055555555557,0.7942009283951023
2025-08-01 08:16:30,4623624418.413667,10917.333333333334,4623552242.808455,10896.511111111111,0.7933892639004194
2025-08-01 08:17:00,4623629433.314334,10929.333333333334,4623557145.942122,10897.933333333332,0.8231453813394362
2025-08-01 08:17:30,4623634974.670334,10922.0,4623562081.773923,10899.633333333333,0.8188512377679398
2025-08-01 08:18:00,4623640797.344334,10926.666666666666,4623567046.9400215,10901.433333333332,0.8179419256651324
2025-08-01 08:18:30,4623646265.607333,10926.0,4623572019.547,10902.81111111111,0.8265151787411099
2025-08-01 08:19:00,4623651140.708333,10917.666666666666,4623577019.127534,10904.255555555555,0.8059849544462563
2025-08-01 08:19:30,4623656377.631667,10924.333333333334,4623582049.7725115,10906.233333333334,0.7975416861496172
2025-08-01 08:20:00,4623662218.827667,10949.333333333334,4623587122.424155,10908.4,0.8022299864778316
2025-08-01 08:20:30,4623668844.146334,10972.333333333334,4623592256.120178,10910.68888888889,0.8257134013207624
2025-08-01 08:21:00,4623674082.454667,10965.666666666666,4623597373.2381,10912.755555555554,0.8618699280607419
2025-08-01 08:21:30,4623679479.131,10951.333333333334,4623602497.348467,10914.455555555556,0.8872413933908886
2025-08-01 08:22:00,4623686722.514667,10943.666666666666,4623607705.5506,10916.244444444445,0.888281181499538
2025-08-01 08:22:30,4623692930.963,10952.0,4623612958.496911,10918.655555555555,0.8867408325927385
2025-08-01 08:23:00,4623697774.294333,10949.666666666666,4623618200.231189,10920.877777777778,0.8820608387486037
2025-08-01 08:23:30,4623702310.158334,10931.333333333334,4623623446.2883215,10922.577777777777,0.8464302515399819
2025-08-01 08:24:00,4623707344.425334,10921.0,4623628707.832089,10923.9,0.7788705014554277
2025-08-01 08:24:30,4623712200.176999,10913.0,4623633972.3476,10924.22222222222,0.694921716370464
2025-08-01 08:25:00,4623716773.094001,10910.333333333334,4623639250.660722,10924.166666666666,0.617306742565203
2025-08-01 08:25:30,4623721588.919666,10909.0,4623644553.187378,10924.488888888889,0.5097514903641218
2025-08-01 08:26:00,4623727056.318667,10917.0,4623649881.1764555,10924.888888888889,0.4357219017094972
